Group 1,Group 2,Shapiro-Wilk test statistic Group 1,Shapiro-Wilk p value Group 1,Shapiro-wilk test statistic Group 2,Shapiro-Wilk p value Group 2,F test: F statistic,F test: num df,F test: denom df,F test: pvalue,test for comparisons of central tendencies,H0,test statistic,df,p value,FDR corrected p value,reject H0
MT14,MT48,0.874308740805169,0.284311725166277,0.796914675413937,0.0764577384103486,0.250253308956213,4,4,0.208311297541397,t test with equal variances,mean group 1 = mean group 2,1.46475465770538,8,0.181149187258044,0.217813664448257,no
MT14,dT,0.874308740805169,0.284311725166277,0.911673297824862,0.477710994920777,0.408400338648453,4,4,0.406981267530173,t test with equal variances,mean group 1 = mean group 2,2.97829001986819,8,0.0176464024128367,0.0529392072385101,no
MT14,pel,0.874308740805169,0.284311725166277,0.925638561885767,0.566945688775524,0.17090513712267,4,4,0.115387388747879,t test with equal variances,mean group 1 = mean group 2,2.37559105269098,8,0.0448532768285649,0.0897065536571298,no
MT14,pel/usher,0.874308740805169,0.284311725166277,0.982237986206897,0.946227753284028,0.491142389251911,4,4,0.507989863528938,t test with equal variances,mean group 1 = mean group 2,3.31530011550287,8,0.010614087931405,0.0529392072385101,no
MT14,fimA/usher,0.874308740805169,0.284311725166277,0.971546516524944,0.885083821783622,0.44977316211208,4,4,0.458044257015237,t test with equal variances,mean group 1 = mean group 2,-1.46339168436419,8,0.181511387040214,0.217813664448257,no
MT14,fli/usher,0.874308740805169,0.284311725166277,0.828428182658705,0.135387688490321,0.402328833829202,4,4,0.399410066806681,t test with equal variances,mean group 1 = mean group 2,0.218435147651225,8,0.832559321043451,0.832559321043451,no
